horizon	method	drift_exponent	worst_case_efficiency	worst_case_p	worst_case_drift_ratio
1000	Triangular	3.1	0.9629238228965313	3.195	0.0004588324610100842
1000	Triangular	3.2	0.9609809474132738	3.29	0.0004917329645779022
1000	Triangular	3.3	0.9590700151223104	3.3	0.0003359818286283783
1000	Triangular	3.4	0.9571532242442324	3.4	0.0003245474457411336
1000	Triangular	3.5	0.9552965600520624	3.5	0.0003135022062565112
1000	Triangular	3.6	0.9534940942706757	3.6	0.00041356269178177105
1000	Triangular	3.7	0.9516722423867657	3.83	0.0003600733484985618
1000	Triangular	3.8	0.9499053760914571	3.8	0.0003028328665574941
1000	Triangular	3.9	0.9481420086745219	3.9	0.00039948801939541657
1000	Triangular	4.0	0.9464189785514016	4.2	0.0003359818286283783
1000	Triangular	4.1	0.9447229166849912	4.1	0.00022956319242369076
1000	Triangular	4.2	0.9430764112184961	4.28	0.0002825711502920831
1000	Triangular	4.3	0.9414436593379285	4.475	0.00029252663374366446
1000	Triangular	4.4	0.939817111781555	4.5200000000000005	0.0002636650898730357
1000	Triangular	4.5	0.9382392423634777	4.55	0.0002636650898730357
1000	Triangular	4.6	0.9366782612739596	4.74	0.00025469184389745385
1000	Triangular	4.7	0.9351532631051336	4.7	0.00020691380811147916
1000	Triangular	4.8	0.933646510622132	4.81	0.0002460239820869777
1000	Triangular	4.9	0.9321638560827351	4.9399999999999995	0.00020691380811147916
1000	Triangular	5.0	0.9307249807111745	5.0	0.0002460239820869777
1000	Windowing	0.0	0.9999999999999254	1.0	0.2179444753752986
1000	Windowing	0.0010000000000000002	0.998859989728893	1.0	0.9659672580093828
1000	Windowing	0.0016681005372000597	0.9957364980454629	1.0	0.9659672580093828
1000	Windowing	0.002782559402207127	0.978256119750005	1.0	0.9659672580093828
1000	Windowing	0.004641588833612776	0.7562119658222081	1.0	0.9659672580093828
1000	Windowing	0.007742636826811269	0.7445464372724346	2.0	0.9659672580093828
1000	Windowing	0.012915496650148841	0.7471976453961773	1.4	0.9330927435461669
1000	Windowing	0.02154434690031884	0.7488114846529674	4.0	0.9330927435461669
1000	Windowing	0.03593813663804627	0.7532187253165319	2.6	0.8706620680585127
1000	Windowing	0.05994842503189412	0.7601619378498724	3.2	0.812408457786297
1000	Windowing	0.10000000000000002	0.7710455035400394	2.2	0.6600075022827095
1000	Windowing	0.2	0.7946962074630367	1.2	0.29763514416313164
1000	Windowing	0.3	0.8141511069629048	1.0	0.1252403754535073
1000	Windowing	0.4	0.8303487655436167	1.8	0.16521334063573703
1000	Windowing	0.5	0.844004057914129	1.0	0.03135022062565116
1000	Windowing	0.6	0.8556494081340235	4.0	0.19644142809066267
1000	Windowing	0.7	0.8545572324931838	1.0	0.48329302385717493
1000	Windowing	0.8	0.861735941730017	1.0	0.4356099030694608
1000	Windowing	0.9	0.8579501642130277	1.0	0.406464439570963
1000	Windowing	1.0	0.8580980918584449	1.0	0.3663614544020714
1000	Windowing	1.1	0.8664383181710236	1.1	0.3418492146175927
1000	Windowing	1.2	0.8695963921980201	1.2	0.3302151484968176
1000	Windowing	1.3	0.8686798469552565	1.3	0.3081213588714004
1000	Windowing	1.4	0.8785931229558004	1.4	0.287505804094488
1000	Windowing	1.5	0.881210215638489	1.5	0.2777211932429354
1000	Windowing	1.6	0.8853484857046265	1.6	0.25913963014396574
1000	Windowing	1.7	0.8899451187494108	1.7	0.25032039797173256
1000	Windowing	1.8	0.8942263890667204	1.8	0.23357214690901223
1000	Windowing	1.9	0.8949781750015297	1.9	0.2256230462970633
1000	Windowing	2.0	0.9023459023246918	2.15	0.2179444753752986
1000	Windowing	2.1	0.9048182064363843	2.1	0.20336240846866735
1000	Windowing	2.2	0.9057188268605391	2.2	0.19644142809066267
1000	Windowing	2.3	0.9133506682201129	2.4349999999999996	0.18975598765218504
1000	Windowing	2.4	0.9161003656718301	2.53	0.1832980710832435
1000	Windowing	2.5	0.9196743006184912	2.5	0.17103410003378397
1000	Windowing	2.6	0.921793041258812	2.6	0.16521334063573703
1000	Windowing	2.7	0.9241437177814302	2.7	0.15959067764047302
1000	Windowing	2.8	0.9266853175740264	2.8	0.15415936928422727
1000	Windowing	2.9	0.9302136768956015	2.9	0.14891290324394088
1000	Windowing	3.0	0.9338734077332537	3.0	0.1438449888287663
1000	Windowing	3.1	0.936887034887424	3.1	0.1389495494373137
1000	Windowing	3.2	0.939257387498739	3.2	0.1342207152716013
1000	Windowing	3.3	0.9409907364017907	3.3	0.12965281629896674
1000	Windowing	3.4	0.9438627279225105	3.4	0.1252403754535073
1000	Windowing	3.5	0.9467580209188777	3.5	0.12097810206889008
1000	Windowing	3.6	0.9485542703956549	3.6	0.07196856730011524
1000	Windowing	3.7	0.9508310385537014	3.7	0.06951927961775602
1000	Windowing	3.8	0.9518533794062934	3.92	0.06951927961775602
1000	Windowing	3.9	0.9538302363444989	4.01	0.06715334791115145
1000	Windowing	4.0	0.954576809870094	4.05	0.06486793534788508
1000	Windowing	4.1	0.9556446802692518	4.1	0.06266030164072657
1000	Windowing	4.2	0.957514461293155	4.36	0.06266030164072657
1000	Windowing	4.3	0.9585636900193595	4.3	0.04281332398719392
1000	Windowing	4.4	0.959895176477619	4.460000000000001	0.058467872769375935
1000	Windowing	4.5	0.9606870132639488	4.55	0.041356269178177106
1000	Windowing	4.6	0.961581567735966	4.619999999999999	0.039948801939541694
1000	Windowing	4.7	0.9624423451613813	4.82	0.039948801939541694
1000	Windowing	4.8	0.9633395444460695	4.87	0.03858923467029906
1000	Windowing	4.9	0.9640484959684942	4.91	0.03727593720314938
1000	Windowing	5.0	0.965465118659557	5.0	0.02825711502920827
1000	Smoothing	0.0	0.9999999999999112	2.4	0.9659672580093828
1000	Smoothing	0.0010000000000000002	0.9997392305906599	1.0	0.9659672580093828
1000	Smoothing	0.0016681005372000597	0.9990615598186292	1.0	0.9659672580093828
1000	Smoothing	0.002782559402207127	0.995697256724019	1.0	0.9659672580093828
1000	Smoothing	0.004641588833612776	0.973983568127953	1.0	0.9659672580093828
1000	Smoothing	0.007742636826811269	0.972893332650492	1.8	0.9659672580093828
1000	Smoothing	0.012915496650148841	0.9736664655383173	1.2	0.9330927435461669
1000	Smoothing	0.02154434690031884	0.9728749150540869	1.0	0.9659672580093828
1000	Smoothing	0.03593813663804627	0.9702145067772027	3.0	0.9659672580093828
1000	Smoothing	0.05994842503189412	0.9682803685232222	2.4	0.9330927435461669
1000	Smoothing	0.10000000000000002	0.9666123821787643	4.2	0.9013370389517429
1000	Smoothing	0.2	0.9612467257244498	1.6	0.7847599703514607
1000	Smoothing	0.3	0.9557969366821218	2.0	0.7073332279644442
1000	Smoothing	0.4	0.9495320803797224	2.0	0.5948892077934331
1000	Smoothing	0.5	0.9422333216324231	1.8	0.5179474679231207
1000	Smoothing	0.6	0.9340599058521805	1.0	0.3418492146175927
1000	Smoothing	0.7	0.9245377272966632	1.0	0.25913963014396574
1000	Smoothing	0.8	0.9136789815555446	1.0	0.15415936928422727
1000	Smoothing	0.9	0.9016370452315585	1.0	0.056478050740675516
1000	Smoothing	1.0	0.8883206154388281	1.0	0.018015200408020265
1000	Smoothing	1.1	0.8745010771691313	1.1	0.004356099030694606
1000	Smoothing	1.2	0.8606756076810625	1.2	0.0042078490362974065
1000	Smoothing	1.3	0.8471158044469718	1.3	0.004064644395709627
1000	Smoothing	1.4	0.8336965904942395	1.4	0.003081213588714003
1000	Smoothing	1.5	0.8205159194995673	1.5	0.002503203979717325
1000	Smoothing	1.6	0.8076141449082807	1.6	0.0027772119324293576
1000	Smoothing	1.7	0.7950783415876813	1.7	0.0024180130845257216
1000	Smoothing	1.8	0.7827569136132736	1.8	0.0021052722727657085
1000	Smoothing	1.9	0.7707792315633328	2.0549999999999997	0.003302151484968173
1000	Smoothing	2.0	0.7590833636956646	2.0	0.0023357214690901216
1000	Smoothing	2.1	0.7477255703763248	2.245	0.0025913963014396603
1000	Smoothing	2.2	0.7365993658341938	2.2	0.0015959067764047315
1000	Smoothing	2.3	0.7257805168714683	2.3	0.0015959067764047315
1000	Smoothing	2.4	0.7152536977497949	2.4	0.0015959067764047315
1000	Smoothing	2.5	0.7051112918981184	2.75	0.002179444753752986
1000	Smoothing	2.6	0.6951178309546843	2.7199999999999998	0.00165213340635737
1000	Smoothing	2.7	0.6854113708683733	2.7	0.0013422071527160124
1000	Smoothing	2.8	0.6759870619292101	2.9099999999999997	0.001438449888287663
1000	Smoothing	2.9	0.6667904931915095	2.9	0.0012097810206889025
1000	Smoothing	3.0	0.6578417342548004	3.0999999999999996	0.0013422071527160124
1000	Smoothing	3.1	0.6491513207525799	3.1	0.0010904204429677525
1000	Smoothing	3.2	0.6406672385325951	3.29	0.0013422071527160124
1000	Smoothing	3.3	0.6323975360332308	3.3	0.0010533104453709374
1000	Smoothing	3.4	0.6243235488940738	3.56	0.0012524037545350725
1000	Smoothing	3.5	0.6164705850019179	3.5	0.0010904204429677525
1000	Smoothing	3.6	0.608800840862991	3.8800000000000003	0.0013894954943731383
1000	Smoothing	3.7	0.601328201234222	3.895	0.0011288378916846896
1000	Smoothing	3.8	0.5940536424759838	4.16	0.0012965281629896688
1000	Smoothing	3.9	0.5869229039303308	4.0649999999999995	0.0010533104453709374
1000	Smoothing	4.0	0.5799789425578206	4.3	0.0011686088553466516
1000	Smoothing	4.1	0.5731880103582331	4.1	0.000798464549773908
1000	Smoothing	4.2	0.566585328729271	4.24	0.0008557183144940009
1000	Smoothing	4.3	0.5601191483172766	4.4399999999999995	0.000917077450674292
1000	Smoothing	4.4	0.5538040139743315	4.67	0.000949387717927583
1000	Smoothing	4.5	0.547622639506871	4.55	0.0007712906117627997
1000	Smoothing	4.6	0.5415857721495361	4.619999999999999	0.000719685673001152
1000	Smoothing	4.7	0.5357064905852478	4.745	0.0006715334791115142
1000	Smoothing	4.8	0.529924898829716	4.96	0.0007712906117627997
1000	Smoothing	4.9	0.5242731788604605	4.955	0.0006715334791115142
1000	Smoothing	5.0	0.518787671365576	5.0	0.0006951927961775602
